"What are the certs obtained from 
     Digital Product Strategy 
 course?","**Certificate of Completion  
**  
The ISS Certificate of Completion will be issued to participants who have
attended at least 75% of the course.  
  
**WSQ Assessment  
**
  * Participants will be assessed throughout the duration of the course.
  * Assessment Method: 4 group assessments, 1 individual assessment 
  * Passing Criteria: 
  1. Group Assessments - Participants are to make active contribution to the group discussions and exercises, and achieve objectives in the workshops
  2. Individual Assessment - Participants are to provide their individual reflection on how they will apply their newly acquired learning
Upon passing the assessment, Statement of Attainment (SOA) will be issued to
certify that the participant has passed the following Competency Unit:  
  *  IT-PMT-406S  Develop Product Strategy
Participants may need to attend additional coaching sessions and re-
assessments if they do not pass the required competency units. ISS reserves
the right not to disclose any information on the course assessment process.
  
* * *
  
"
"Can you give me an overview of 
     Product Thinking for Organisations 
?","Project managers are focused on completing a project and handing-off to
operations. Product managers, on the other hand, need to continually evolve
the product and grow market share.  
  
In __ a fast changing IT landscape accelerated by disruptive technologies,
technology driven products and services are impacting the way business is run.
The typical project model alone is unable to support these new developments.
Organisations need to adopt and adapt a product thinking mindset for the
business to survive. Project managers and IT professionals would need product
thinking concepts and techniques to bridge the gap and stay relevant.
This 2-day course is targeted for professionals who want to learn about and
apply product thinking concepts, processes and tools in delivering systems,
services or products for the business or for the internal organisation and
teams.
This course is part of the Digital Products & Platforms Series offered by NUS-
ISS.  
  
_You will earn **8.5** PDUs (Technical: 4, Strategic: 4.5) upon successful
completion of this course. For the purpose of PDU reporting, the ISS PMI ® REP
Provider Number is “2339”._
"
"What is the 
     Product Thinking for Organisations 
 course key takeaway?","At the end of the course, the participants will be able to:
  * Learn to identify and apply suitable techniques, processes and tools in product thinking for the participants environment, with a focus on digital enablers for the product
  * Learn to define digital product processes
  * Learn how to lead and manage product development teams

  
* * *
  
"
"Who should attend 
     Product Thinking for Organisations 
 course ?","The target course participants are primarily for Product Owners, Programme
Managers, Project Managers and IT Managers who are keen to develop product
management skills in terms of team leadership, product-thinking mindset, and
techniques and process design needed to support product management and
innovation. In addition, business/project stakeholders such as business
executives/managers, Marketing/Sales, and PMO with responsibilities and/or an
active interest in design and implementation of business transformation
towards a product-centric and product-thinking culture.  
  
It is applicable for professionals engaged in the following areas.  
  * Product ,Programme and Project  Management
  * Leading product development team
  * PMO functions- defining processes in product team organization 
"
"What are the 
     Product Thinking for Organisations 
 course pre-requsites?","**  
This is an intensive, foundation course.  Participants with some prior years
of experience working with different functional teams in an organisation
delivering products and services will benefit more from the course.  
  
Participants also need to have a strong interest in product management
concepts, managing product teams and product design processes/techniques. It
is also highly relevant to Programme and Project managers looking to expanding
their skills to product management.  
  
NUS-ISS also offers a range of other basic courses in various aspects of
product management for participants new to it.  
  
* * *
  
"
"What will be covered in this 
     Product Thinking for Organisations 
 course?","**This course will cover:  
**  
1\. What 's Product-Thinking and Why is it critical?  
a. What's Product Management and common Product Management frameworks and
methodologies  
b. Roles in a Product-Thinking organisation - Product Manager, Product Owner,
Project Manager  
c. The benefits of using Product Thinking  
d. The motivations and drivers  
  
2\. Study of Industries undergoing productisation. E.g. Public Sector, SME,
MNC  
a. Projects as a vehicle to deliver services, systems and products (the
current construct - the characteristics (e.g. One-off, tailored to one
customer, fixed end dates).  
b. Productise Business as Usual (BAU) - operational services.  
c. Challenges and mitigation measures in the productisation  
d. Trends and emerging concepts  
  
3\. Useful Product-thinking concepts to adopt (part 1)  
a. Customer  
b. Value, value added services  
c. Agility  
d. Bi-modal operations  
  
**Workshop 1** : Understand, identify, and analyse product-thinking
opportunities in an organisation.  
  
Participants will be organised into breakout groups.  Each group will be
provided with a traditional projectised scenario of a company's current
operations and challenges.   The group will identify areas where product
thinking can be applied to and analyse and list the benefits/pros and
risk/cons as justification for management buy-in.  
  
4\. Useful product-thinking concepts to adopt (part 2)  
a. Road mapping  
b. Internal/ external Marketing  
c. Continuous delivery  
d. Productisation processes  
  
5\. Digital, the lever to productization  
a. How digital enables products  
b. The digital elements  
c. Platform based environments  
  
6\. Application of Product-Thinking to different types of organisations  
a. Public Sector Organisations - productise services to the public  
b. Vendor, Systems Integrator - pick best features to build a product / change
in setup and structure  
c. Internal IT department - e.g. Use of road mapping for upgrades and changes  
d. Small and Medium enterprise/start-up - developing an idea into a product  
  
**Workshop 2 :** Develop a product-thinking model for the different types of
organisation and a possible operationalisation strategy.  
  
Participants will be divided into breakout groups and given a traditional
projectised organization case scenario. They will work as a group to exercise
the product thinking learned, remodel a new structure or design a new process
to support product thinking.  
  
Students will also submit an individual reflection of how the concepts can be
applied to their organisation's environment  

  
* * *
  
"
"What are the 
     Product Thinking for Organisations 
 course fees?","#### Self-sponsored
|
International Participants ****
|
S'poreans and PRs  
(aged 21 and above)
|
SkillsFuture Mid-Career Enhanced Subsidy1  
(S'poreans aged 40 and above)
|
Workfare Training Support2  
(S'poreans aged 35 and above, and earn ≤ $2,000 per month) ****  
  
---|---|---|---|---  
  
Full course fee
|
S$1800
|
S$1800
|
S$1800
|
S$1800  
  
SSG grant
|
-
|
(S$1260)
|
(S$1260)
|
(S$1260)  
  
Nett course fee
|
S$1800
|
S$540
|
S$540
|
S$540  
  
7% GST on nett course fee
|
S$126
|
S$37.80
|
S$37.80
|
S$37.80  
  
Total nett course fee payable, including GST
|
S$1926
|
S$577.80
|
S$577.80
|
S$577.80  
  
Less additional funding if eligible under various schemes
|
-
|
-
|
(S$360)
|
(S$450)  
  
**Total nett course fee payable, including GST** , after additional funding
from the various funding schemes
|
**S$ **1926****
|
**S$577.80**
|
**S$217.80**
|
**S$127.80**  
  
  
Singaporeans aged 25 and above can use their SkillsFuture Credit to pay for
course fees, apart from government subsidies. For more information, click
here.  
  
#### Company-sponsored
|
International Participants ****
|
S'poreans and PRs  
(aged 21 and above)
|
SkillsFuture Mid-Career Enhanced Subsidy1  
(S'poreans aged 40 and above)
|
Workfare Training Support2  
(S'poreans aged 35 and above, and earn ≤ $2,000 per month) ****
|
Enhanced Training Support for SMEs3 ****
|
Notes ****  
  
---|---|---|---|---|---|---  
  
Full course fee
|
S$1800
|
S$1800
|
S$1800
|
S$1800
|
S$1800
|  
  
SSG grant
|
-
|
(S$1260)
|
(S$1260)
|
(S$1260)
|
(S$1260)
|  
  
Nett course fee
|
S$1800
|
S$540
|
S$540
|
S$540
|
S$540
|  
  
7% GST on nett course fee
|
S$126
|
S$37.80
|
S$37.80
|
S$37.80
|
S$37.80
|  
  
**Total nett course fee payable, including GST**
|
**S$1926**
|
**S$577.80**
|
**S$ **577.80****
|
**S$ **577.80****
|
**S$ **577.80****
|
**Fee payable to NUS-ISS**  
  
Less additional funding if eligible under various schemes#  
(company needs to submit training grant and claim via Skillsconnect)
|
-
|
-
|
(S$360)
|
(S$450)
|
(S$360)
|  
  
Total nett course fee payable, including GST, after additional funding from
the various funding schemes
|
-
|
-
|
S$217.80
|
S$127.80
|
S$217.80
|
Actual financial outlay by company  
  
### Various Funding Schemes
**1** **Mid-Career Enhanced Subsidy**
  * Singaporeans aged 40 and above may enjoy subsidies up to 90% of the course fees.
**  
2** **Workfare Training Support (WTS)**
  * Singaporeans aged 35 and above (13 years and above for Persons With Disabilities) and earn not more than $2,000 per month, may enjoy subsidies up to 95% of the course fees.
**  
3** **Enhanced Training Support**   **for**   **SMEs (ETSS)**
  * SME-sponsored employees (Singaporean Citizens and PRs) may enjoy subsidies up to 90% of the course fees. For more details, click on Enhanced Training Support for SMEs.
  
Course attendee is eligible for only one funding scheme.
#For company-sponsored participants, companies would need to pay upfront 30%
of the course fee to NUS-ISS and submit a training grant application for the
remaining eligible subsidies, and subsequently a claim in Skillsconnect. For
details, please refer to Skillsconnect guide 4.1 & 5.1.
This course is aligned to the National Infocomm Competency Framework (NICF)
and accredited by SSG. Absentee payroll and up to 70% SSG funding of the
course fee is available for eligible participants (Singapore Citizens and
Permanent Residents). Absentee payroll subsidy is available for eligible
companies and companies on a short work week system will receive the absentee
payroll subsidy based on their employees' current income. Please visit
www.ssg.gov.sg for full details.
  
* * *
  
"
"What are the certs obtained from 
     Product Thinking for Organisations 
 course?","**Certificate of Completion  
**  
The ISS Certificate of Completion will be issued to participants who have
attended at least 75% of the course.  
  
WSQ Assessment  
  * Participants will be assessed throughout the duration of the course.
  * Assessment Method : 
  1. Group assessments
  2. Individual written assessment (open-book)
  * Passing Criteria -
  1. Group Assessment - Participants are to make active contribution to the group discussions and exercises, and achieve objectives in the workshops.
  2. Individual Assessment - Participants are to answer all questions accurately in the individual written assessment.
Upon passing the assessment, Statement of Attainment (SOAs) will be issued to
certify that the participant has passed the following Competency Standard(s) :
  * ICT-SNA-4003-1.1 Business Innovation
Participants may need to attend additional coaching sessions and re-
assessments if they do not pass the required competency standards. ISS
reserves the right not to disclose any information on the course assessment
process.

  
* * *
  
"
"Can you give me an overview of 
    NICF– Strategic Product Market Fit 
?","Product management binds many functions that touch a product - engineering,
design, customer success, sales, marketing, operations, finance, legal, and
more.  
  
Product Managers are increasingly becoming the “mini-CEO” of their product.
They own the decisions about what to build but also influence every aspect of
how to build and launch. They must have a broad knowledge base to in-order to
make trade-off decisions, bring together cross-functional teams while ensuring
alignment between diverse functions within the organisation.  
  
As more companies outside of the technology sector set out to build software
capabilities for success in the digital era, it is critical that they get the
product-management role right.  
  
Product managers are crucial to digital business success, orchestrating
stakeholders and teams to deliver better product and financial outcomes.
Organisations must understand this challenging role in order to help find the
right people for the job.  
  
This course will help participants to develop a strategy to achieve product
market fit using a realistic case study. It provides knowledge and skillsets
for product managers and practitioners to equip themselves with advanced
insights, practices and techniques to evolve their products and services and
achieve the product market fit.  
This course is part of the Digital Products & Platforms Series offered by NUS-
ISS.
_You will earn **17** PDUs (Technical: 6, Leadership: 5, Strategic: 6) upon
successful completion of this course. For the purpose of PDU reporting, the
ISS PMI ® REP Provider Number is “2339”._
"
"What is the 
    NICF– Strategic Product Market Fit 
 course key takeaway?","At the end of the course, the participants will be able to:  
  
  * Learn to develop a product market fit strategy and support it with a valid business case
  * Learn to improve customer-product intimacy by leveraging various social signals to build product features and how to market them.
  * Learn how to create measures and indicators that may be used to drive and ensure product market fit.  

  
  
  

  
* * *
  
"
"What will be covered in this 
    NICF– Strategic Product Market Fit 
 course?","**The course will cover the following topics:**  
  
The course will focus on qualitative and quantitative aspects of product
market fit. Participants will learn how to adopt a strategic customer-centric
model to create and sustain value for customers and achieve market growth.
This course will cover key techniques on how to leverage customer and market
segmentation, product iteration, omni-channel experience, and data-driven
decision making to achieve product market fit.  
  
Reinforcement of the learning outcomes will accomplished through workshops to
allow participants to practice the various techniques taught in class. All
workshops will form part of the overall assessment.  

**Customer Voice**
  * Concept and definition of the Customer Voice.
  * Key factors that facilitate listening to the Customer Voice.
  * Insights on how to leverage the use of data-driven decision making.
  * Measures and indicators for product market fit using the Customer Voice.
  * The techniques will include the following:
  1. Cost-Benefits Analysis
  2. Kano Modelling
  3. Customer and Market Segmentation
**Customer Engagement  
**
  * Concept and definition of Customer Engagement.
  * Customer Engagement strategies and techniques to help gain competitive advantage.
  * Concepts of value and superior perceived value.
  * Measures and indicators for product market fit using Customer Engagement.
  * The techniques will include the following:
  1. Moments of Truth (MOT)
  2. Customer Lifecycle Marketing Strategy
  3. Customer Decision Journey
**Customer Validation  
**
  * Concept and definition of Customer Validation.
  * Factors, benefits and implications when developing a Customer Validation strategy.
  * Product tests that provide comprehensive coverage of product quality, interoperability and user experience.
  * Measures and indicators for product market fit using Customer Validation.
  * The techniques will include the following:
  1. Agile Product Iteration Model (Plan- Develop- Evaluate- Learn)
  2. Build-Measure-Learn Loop Model 
  3. Alpha Tests/ Beta Tests/ Field Tests
**Product Market Fit Strategy  
**
  * Factors that influence the buying decisions of the customer.
  * Relationships between the product market fit strategy and product development.
  * Organisation agility and alignment vis-a-vis product development.  **  

**
  
* * *
  
"
